meter_number,account_id,transaction_id,amount,created_at,payment_date_time
PO12009631,4354384000,EW1503665067761557504,44.00,2026-05-12 13:18:37.915460+05:30,2026-05-12 18:48:36+05:30
PO12345828,8203169543,PP01BX052600169NHX28873753R61310526,63.00,2026-05-12 13:19:29.121648+05:30,2026-05-12 18:49:28+05:30
PO12250463,6813694000,HGALP07AAA0353564439,550.00,2026-05-12 13:20:04.279943+05:30,2026-05-12 18:50:03+05:30
PO12391259,7150854000,DHD55V51JTOK6C,875.00,2026-05-12 13:20:06.898389+05:30,2026-05-12 18:50:05+05:30
PO12300032,2190495726,DHD55PQ1JTNZBE,500.00,2026-05-12 13:20:08.423743+05:30,2026-05-12 18:50:07+05:30
PO12489715,3266313953,DHD54CF1JTO7F5,500.00,2026-05-12 13:20:10.486225+05:30,2026-05-12 18:50:09+05:30
PO12029024,6821584000,DHD5QDG1JTOCUV,500.00,2026-05-12 13:20:10.557461+05:30,2026-05-12 18:50:09+05:30
PO12492318,3962923000,BBPSPP016132BX0J01128183,687.00,2026-05-12 13:21:03.659402+05:30,2026-05-12 18:51:02+05:30
PO12365264,5787044065,DPHWMLR1JTOTS9,1000.00,2026-05-12 13:21:06.441258+05:30,2026-05-12 18:51:05+05:30
PO12410344,8266194000,EW1503665645791174656,169.00,2026-05-12 13:21:11.008084+05:30,2026-05-12 18:51:09+05:30
PO12566756,3112964916,EW1503665698459049984,798.00,2026-05-12 13:21:13.883218+05:30,2026-05-12 18:51:12+05:30
PO12388623,0842124000,EW1503665695082635264,359.00,2026-05-12 13:21:17.555121+05:30,2026-05-12 18:51:16+05:30
PO12424107,1117003000,PP01BX132059333J8K10684336R61321320,145.00,2026-05-12 13:21:18.567092+05:30,2026-05-12 18:51:17+05:30
PO12063326,1782784000,EW1503665821830307841,117.00,2026-05-12 13:21:49.131020+05:30,2026-05-12 18:51:48+05:30
PO12192480,8203653403,EW1503665807892635648,22.00,2026-05-12 13:21:49.882927+05:30,2026-05-12 18:51:48+05:30
PO12513168,3531594000,28562209410,100.00,2026-05-12 13:21:50.542140+05:30,2026-05-12 18:51:49+05:30
PO12261711,2049289000,EW1503665934908743680,694.00,2026-05-12 13:22:01.104670+05:30,2026-05-12 18:51:59+05:30
PO12194743,8995604000,BBPSPP016132BX2YI1149031,4.00,2026-05-12 13:22:25.751090+05:30,2026-05-12 18:52:24+05:30
PO12090298,8911674000,DHD5IKI1JTP25R,2500.00,2026-05-12 13:22:43.191639+05:30,2026-05-12 18:52:42+05:30
PO12329006,9578035762,957996722367,444.00,2026-05-12 13:22:56.547665+05:30,2026-05-12 18:52:55+05:30
PO14813474,7346184000,PP01BX13173040997VE1679015R61321317,978.00,2026-05-12 13:23:17.278111+05:30,2026-05-12 18:53:16+05:30
PO12320643,4095964000,PP01BX132300045DXOM5571441R61321323,270.00,2026-05-12 13:23:31.444387+05:30,2026-05-12 18:53:30+05:30
PO12416416,6192646132,EW1503666364791349248,1436.00,2026-05-12 13:23:53.244666+05:30,2026-05-12 18:53:52+05:30
PO12511048,5723615542,EW1503666444927721472,159.00,2026-05-12 13:23:59.394751+05:30,2026-05-12 18:53:58+05:30
PO12143970,1285583000,EW1503666428502827008,413.00,2026-05-12 13:23:59.722165+05:30,2026-05-12 18:53:58+05:30
PO12584687,9470278753,947312501888,825.00,2026-05-12 13:24:07.694856+05:30,2026-05-12 18:54:05+05:30
PO12044359,0084784000,HGVRFRC75RHPM046HR2T4IIGQGI61321323,248.00,2026-05-12 13:24:17.950093+05:30,2026-05-12 18:54:16+05:30
PO14810242,0052153000,EW1503666492461768704,137.00,2026-05-12 13:24:21.356513+05:30,2026-05-12 18:54:20+05:30
PO12278758,0365324000,EW1503666531301023744,1657.00,2026-05-12 13:24:22.634838+05:30,2026-05-12 18:54:21+05:30
PO12176510,2661763988,EW1503666532806778880,76.00,2026-05-12 13:24:23.381086+05:30,2026-05-12 18:54:22+05:30
PO12083449,3480610100,348562510229,500.00,2026-05-12 13:24:59.794932+05:30,2026-05-12 18:54:53+05:30
PO12488766,5837734000,BBPSBD016132BALAAAJWXTOH,349.00,2026-05-12 13:25:05.867373+05:30,2026-05-12 18:55:04+05:30
PO12278497,2006614000,EW1503666739594354688,76.00,2026-05-12 13:25:30.219545+05:30,2026-05-12 18:55:28+05:30
PO12351829,0491489000,EW1503666804568317952,266.00,2026-05-12 13:25:41.367728+05:30,2026-05-12 18:55:40+05:30
PO12603151,4324103788,EW1503666934814040064,124.00,2026-05-12 13:26:08.813488+05:30,2026-05-12 18:56:07+05:30
PO12599495,2457854000,EW1503666975331016704,368.00,2026-05-12 13:26:13.565389+05:30,2026-05-12 18:56:12+05:30
PO12315268,7619453000,EW1503667052783034368,127.00,2026-05-12 13:26:26.114992+05:30,2026-05-12 18:56:25+05:30
PO12029557,3157153000,DHD53S61JTPHBT,1000.00,2026-05-12 13:26:30.323554+05:30,2026-05-12 18:56:29+05:30
PO12446754,7359894000,BBPSPP016132BX48X11BS153,73.00,2026-05-12 13:26:44.092393+05:30,2026-05-12 18:56:43+05:30
PO12276169,5993363000,599486689066,500.00,2026-05-12 13:27:49.294770+05:30,2026-05-12 18:57:42+05:30
PO12570018,4761553000,28562298734,352.00,2026-05-12 13:27:54.419161+05:30,2026-05-12 18:57:53+05:30
PO12255368,2874823000,BBPSBD016132BALAAAJWX0GV,202.00,2026-05-12 13:28:04.192294+05:30,2026-05-12 18:58:03+05:30
PO12544463,5288132000,EW1503667493340143616,1699.00,2026-05-12 13:28:05.692508+05:30,2026-05-12 18:58:04+05:30
PO12408683,4948533000,EW1503667730221850624,207.00,2026-05-12 13:29:36.674562+05:30,2026-05-12 18:59:35+05:30
PO12082796,4003429000,BBPSPP016131BX2RQ110C411,148.00,2026-05-12 13:30:05.507724+05:30,2026-05-12 19:00:04+05:30
PO12617921,3384724000,HGALP013780353660801,298.00,2026-05-12 13:30:05.908250+05:30,2026-05-12 19:00:04+05:30
PO12510364,9833144000,983507943985,4.00,2026-05-12 13:30:06.652240+05:30,2026-05-12 19:00:03+05:30
PO12082185,7591274952,DHD55KC1JTPK1X,3431.00,2026-05-12 13:30:13.063355+05:30,2026-05-12 19:00:11+05:30
PO12545157,1247994000,28562334289,2328.00,2026-05-12 13:30:30.927539+05:30,2026-05-12 19:00:29+05:30
PO12253776,1959633000,195037147329,120.00,2026-05-12 13:30:34.639522+05:30,2026-05-12 19:00:33+05:30
PO12210196,6141579000,614294955670,58.00,2026-05-12 13:30:36.572227+05:30,2026-05-12 19:00:35+05:30
PO12520003,3119553979,BBPSPP016132BX47A11IA186,200.00,2026-05-12 13:31:04.797160+05:30,2026-05-12 19:01:03+05:30
PO12148300,1021533000,BBPSBD016132BALAAAJWX60K,73.00,2026-05-12 13:31:06.973869+05:30,2026-05-12 19:01:05+05:30
PO12496109,2885768000,EW1503668205952393216,595.00,2026-05-12 13:31:44.047825+05:30,2026-05-12 19:01:42+05:30
PO12425433,2668624000,BBPSBD016132BALAAAJWX9BS,533.00,2026-05-12 13:31:45.438987+05:30,2026-05-12 19:01:44+05:30
PO14800118,9472252025,947998464212,1000.00,2026-05-12 13:31:46.382154+05:30,2026-05-12 19:01:45+05:30
PO12081905,9581284000,BBPSCC016132CBAD19759328,215.00,2026-05-12 13:31:47.971620+05:30,2026-05-12 19:01:46+05:30
PO12096207,5130905276,513704681175,200.00,2026-05-12 13:32:09.134489+05:30,2026-05-12 19:02:08+05:30
PO12581428,4614904000,BBPSBD016132BALAAAJWYA1E,292.00,2026-05-12 13:32:26.132603+05:30,2026-05-12 19:02:24+05:30
PO12554104,7398903997,739735953605,682.00,2026-05-12 13:32:37.190828+05:30,2026-05-12 19:02:36+05:30
PO12374711,5784427645,EW1503668620274130944,2547.00,2026-05-12 13:33:24.662257+05:30,2026-05-12 19:03:23+05:30
PO14800111,2921553000,EW1503668626523643904,5000.00,2026-05-12 13:33:31.208827+05:30,2026-05-12 19:03:30+05:30
PO12458361,7918984696,28562394546,135.00,2026-05-12 13:34:32.413118+05:30,2026-05-12 19:04:31+05:30
PO12491108,6801012245,680246488421,10.00,2026-05-12 13:34:34.386088+05:30,2026-05-12 19:04:33+05:30
PO12087065,0340484000,DHD5IHI1JTQC39,2000.00,2026-05-12 13:34:44.461859+05:30,2026-05-12 19:04:43+05:30
PO12052436,3915258986,EW1503668844258353152,91.00,2026-05-12 13:34:45.369486+05:30,2026-05-12 19:04:44+05:30
PO12406545,5210851023,28562402990,675.00,2026-05-12 13:35:14.995748+05:30,2026-05-12 19:05:13+05:30
PO12357401,0018422826,EW1503669023116058624,563.00,2026-05-12 13:35:27.199393+05:30,2026-05-12 19:05:26+05:30
PO12455903,2014333000,EW1503669023900393472,325.00,2026-05-12 13:35:27.765526+05:30,2026-05-12 19:05:26+05:30
PO12179102,6303053000,EW1503669039922634752,111.00,2026-05-12 13:35:29.468845+05:30,2026-05-12 19:05:28+05:30
AL2270616,8884833179,EW1503669058566316032,132.00,2026-05-12 13:35:32.312058+05:30,2026-05-12 19:05:31+05:30
PO12571389,6653893000,EW1503669097850167296,247.00,2026-05-12 13:35:37.234255+05:30,2026-05-12 19:05:36+05:30
PO12462550,7145825000,EW1503669170302574592,231.00,2026-05-12 13:35:44.967942+05:30,2026-05-12 19:05:43+05:30
PO12224646,9702909479,EW1503669194667286528,135.00,2026-05-12 13:35:45.218023+05:30,2026-05-12 19:05:44+05:30
PO12548142,9370074000,EW1503669343992897536,815.00,2026-05-12 13:36:10.795564+05:30,2026-05-12 19:06:09+05:30
PO12431197,8761500561,EW1503669471172583424,149.00,2026-05-12 13:36:55.557215+05:30,2026-05-12 19:06:54+05:30
PO12071130,9154924000,PP01BX133641048LBLT2406538R61321336,75.00,2026-05-12 13:36:58.322726+05:30,2026-05-12 19:06:57+05:30
PO12477876,4465488000,HGVRF5GYQTPY1IKKDKG1CW7BHYZ61321337,200.00,2026-05-12 13:37:09.533852+05:30,2026-05-12 19:07:08+05:30
PO12064068,4857642865,HGVRCT02G4J97IMR3GD2656PZ7B61321337,14.00,2026-05-12 13:37:14.301586+05:30,2026-05-12 19:07:13+05:30
PO12221946,3553078000,355436767364,1000.00,2026-05-12 13:37:39.872760+05:30,2026-05-12 19:07:38+05:30
PO12021019,9242773759,28562435794,500.00,2026-05-12 13:37:55.870110+05:30,2026-05-12 19:07:54+05:30
PO12451827,2931994000,HGVR51PZI5TY20M6YAQMK52SBCG61321337,79.00,2026-05-12 13:37:57.184255+05:30,2026-05-12 19:07:56+05:30
PO12091679,2477553000,BBPSBD016132BALAAAJWYO0S,219.00,2026-05-12 13:38:05.024660+05:30,2026-05-12 19:08:03+05:30
PO12087225,2714384000,271219692060,751.00,2026-05-12 13:38:10.325324+05:30,2026-05-12 19:08:09+05:30
PO12094266,2626504000,HGVRGXEVQKMVREHI6ZFSUUXB6EE61321338,224.00,2026-05-12 13:38:19.676732+05:30,2026-05-12 19:08:18+05:30
PO12395589,2037129000,203857637566,100.00,2026-05-12 13:38:54.791248+05:30,2026-05-12 19:08:53+05:30
PO12296842,7449534735,EW1503670056177328128,205.00,2026-05-12 13:39:02.905080+05:30,2026-05-12 19:09:01+05:30
PO12008046,7454861544,BBPSBD016132BALAAAJWYRIP,291.00,2026-05-12 13:39:07.386129+05:30,2026-05-12 19:09:06+05:30
PO12616661,1578405966,157264075092,1948.00,2026-05-12 13:39:10.846463+05:30,2026-05-12 19:09:10+05:30
PO12391512,5655843000,PP01BX101641266JQRW5693957R61311016,200.00,2026-05-12 13:39:18.739050+05:30,2026-05-12 19:09:17+05:30
PO14809426,6808553000,EW1503670191728844800,2178.00,2026-05-12 13:39:18.846985+05:30,2026-05-12 19:09:17+05:30
PO12535382,3722303000,EW1503670191816925184,220.00,2026-05-12 13:39:19.392471+05:30,2026-05-12 19:09:18+05:30
PO12304288,6587415550,EW1503670272448225280,501.00,2026-05-12 13:39:38.494083+05:30,2026-05-12 19:09:37+05:30
PO12448619,0034673000,003958586459,100.00,2026-05-12 13:39:49.285053+05:30,2026-05-12 19:09:48+05:30
PO12158544,6659778283,EW1503670295789527040,105.00,2026-05-12 13:39:50.454701+05:30,2026-05-12 19:09:49+05:30
PO14804094,5755121353,HGALP16AE70353764513,97.00,2026-05-12 13:40:25.419401+05:30,2026-05-12 19:10:24+05:30
PO12294435,1133967268,EW1503670810573234176,500.00,2026-05-12 13:40:55.083931+05:30,2026-05-12 19:10:53+05:30
AL2270204,4223484000,EW1503670737852391424,241.00,2026-05-12 13:41:00.924736+05:30,2026-05-12 19:10:59+05:30
PO12470434,0833579000,28562475180,500.00,2026-05-12 13:41:10.100383+05:30,2026-05-12 19:11:09+05:30
PO12063491,7256190866,725085975046,256.00,2026-05-12 13:41:28.466572+05:30,2026-05-12 19:11:27+05:30
PO12560588,8260383000,EW1503670830961745920,114.00,2026-05-12 13:41:33.826652+05:30,2026-05-12 19:11:32+05:30
PO12356725,3347384794,NFETEU0170002612231053b9fc361321314,60.00,2026-05-12 13:42:11.845540+05:30,2026-05-12 19:12:10+05:30
PO12303755,3549189000,354165788833,357.00,2026-05-12 13:42:31.994628+05:30,2026-05-12 19:12:30+05:30
PO12141039,9912779000,EW1503671166652866560,540.00,2026-05-12 13:42:46.009454+05:30,2026-05-12 19:12:44+05:30
PO12612886,9277796609,EW1503671301692678144,1185.00,2026-05-12 13:43:24.122888+05:30,2026-05-12 19:13:23+05:30
AL2274663,1480484000,28562519839,1000.00,2026-05-12 13:43:40.473224+05:30,2026-05-12 19:13:39+05:30
PO12446633,3101644000,EW1503671547281760256,759.00,2026-05-12 13:44:12.344327+05:30,2026-05-12 19:14:11+05:30
PO12611219,9483010100,HGALP0D1E60353802218,100.00,2026-05-12 13:44:24.284469+05:30,2026-05-12 19:14:23+05:30
SE10003254,1573169017,BBPSBD016132BALAAAJWY223,60016.00,2026-05-12 13:44:25.412494+05:30,2026-05-12 19:14:24+05:30
PO12533573,4368166000,EW1503671588448854016,1186.00,2026-05-12 13:44:26.380860+05:30,2026-05-12 19:14:25+05:30
PO12253647,6315742148,BBPSPP016132BX1BB125U416,181.00,2026-05-12 13:44:43.737027+05:30,2026-05-12 19:14:42+05:30
PO12577152,3669478010,366620515104,20.00,2026-05-12 13:44:45.818872+05:30,2026-05-12 19:14:45+05:30
PO12099876,4806943000,480828300505,150.00,2026-05-12 13:45:15.541141+05:30,2026-05-12 19:15:14+05:30
PO12368218,7914663000,HGALP14AD30353812452,1.00,2026-05-12 13:45:26.120302+05:30,2026-05-12 19:15:25+05:30
PO12524821,8330894000,EW1503671838840414209,97.00,2026-05-12 13:45:41.147813+05:30,2026-05-12 19:15:39+05:30
PO12455864,4127894000,DHD51001JTRI7N,60.00,2026-05-12 13:45:42.153170+05:30,2026-05-12 19:15:41+05:30
PO12053483,3743149000,EW1503671904779067392,566.00,2026-05-12 13:45:45.546493+05:30,2026-05-12 19:15:44+05:30
PO12489592,1261074000,BBPSPP016132BX1J61287660,33.00,2026-05-12 13:46:22.783987+05:30,2026-05-12 19:16:21+05:30
PO12207416,9577914000,EW1503672137072205824,54.00,2026-05-12 13:46:43.722046+05:30,2026-05-12 19:16:42+05:30
PO12117723,2712914000,EW1503672163278217216,926.00,2026-05-12 13:46:48.078988+05:30,2026-05-12 19:16:46+05:30
PO12489592,1261074000,PP01BX134624585YNUE8159970R61321346,1.00,2026-05-12 13:46:50.027315+05:30,2026-05-12 19:16:48+05:30
PO12234582,9334134593,pay11778573752778494540411261311345,1700.00,2026-05-12 13:47:01.268078+05:30,2026-05-12 19:17:00+05:30
PO12543255,2848372374,284044223132,1894.00,2026-05-12 13:47:09.227751+05:30,2026-05-12 19:17:08+05:30
PO12603331,2851090114,EW1503672198418096128,1368.00,2026-05-12 13:47:14.578496+05:30,2026-05-12 19:17:13+05:30
PO12295920,6403494000,PP01BX233633661VWNJ2112144R61262336,232.00,2026-05-12 13:47:15.729296+05:30,2026-05-12 19:17:14+05:30
PO12294100,4807434000,2053614858802225152DfyMOEsF61302315,22.00,2026-05-12 13:47:16.213997+05:30,2026-05-12 19:17:15+05:30
PO12064068,4857642865,DHD57BI1JTRO5X,9.00,2026-05-12 13:47:28.082810+05:30,2026-05-12 19:17:27+05:30
PO14801507,4508021333,DHD5XNM1JTRQ4I,2000.00,2026-05-12 13:47:34.034170+05:30,2026-05-12 19:17:32+05:30
PO12469276,5137040100,EW1503672320975659008,83.00,2026-05-12 13:47:47.625076+05:30,2026-05-12 19:17:46+05:30
PO12609020,1138808824,EW1503672340105879552,126.00,2026-05-12 13:47:53.435561+05:30,2026-05-12 19:17:52+05:30
PO12284780,0376658000,DHD5BWP1JTRSPJ,200.00,2026-05-12 13:48:22.602702+05:30,2026-05-12 19:18:21+05:30
PO12362662,5051244248,EW1503672513586487296,227.00,2026-05-12 13:48:23.468979+05:30,2026-05-12 19:18:22+05:30
PO12422042,8348984000,EW1503672573355319296,279.00,2026-05-12 13:48:35.379609+05:30,2026-05-12 19:18:34+05:30
PO12466154,9401170698,EW1503672619899510784,1072.00,2026-05-12 13:48:39.373890+05:30,2026-05-12 19:18:38+05:30
PO12207348,9646403619,EW1503672689860501504,74.00,2026-05-12 13:49:39.524683+05:30,2026-05-12 19:19:38+05:30
PO12271240,3039585965,HGALP11D060353852645,56.00,2026-05-12 13:49:43.225972+05:30,2026-05-12 19:19:41+05:30
PO12006832,6889672000,688360022213,503.00,2026-05-12 13:50:02.187220+05:30,2026-05-12 19:19:48+05:30
PO12489327,5521914000,BBPSAX996131Ba065198e849,18.00,2026-05-12 13:50:04.517613+05:30,2026-05-12 19:20:03+05:30
PO12255369,6798592000,EW1503672773293596672,864.00,2026-05-12 13:50:09.153013+05:30,2026-05-12 19:20:08+05:30
PO12406487,4009524000,HGALP14D310353860597,800.00,2026-05-12 13:50:24.072316+05:30,2026-05-12 19:20:22+05:30
PO12319591,4444831399,BBPSPP016132BX5TI12FI513,116.00,2026-05-12 13:50:43.238174+05:30,2026-05-12 19:20:42+05:30
PO12513202,7257563000,DHD5GL81JTS1Y6,17.00,2026-05-12 13:50:44.495410+05:30,2026-05-12 19:20:43+05:30
PO12417349,7289797990,HGALP0B5DB0353871560,311.00,2026-05-12 13:51:45.678519+05:30,2026-05-12 19:21:44+05:30
PO12489821,9338645263,EW1503673178303979520,1200.00,2026-05-12 13:51:50.262841+05:30,2026-05-12 19:21:49+05:30
PO12229557,7997544000,28562639616,317.00,2026-05-12 13:52:18.351010+05:30,2026-05-12 19:22:17+05:30
PO12223565,0251657971,PP01BX2010211378YGC0684988R61292010,617.00,2026-05-12 13:53:20.183467+05:30,2026-05-12 19:23:19+05:30
PO12054999,3007833418,300274068960,370.00,2026-05-12 13:53:21.085613+05:30,2026-05-12 19:23:20+05:30
PO12500238,3997558000,HGALP07F050353887438,323.00,2026-05-12 13:53:23.002591+05:30,2026-05-12 19:23:21+05:30
PO12463981,5908659000,BBPSBD016132BALAAAJWZL78,96.00,2026-05-12 13:53:44.911048+05:30,2026-05-12 19:23:43+05:30
PO12566543,8541540874,854229615895,984.00,2026-05-12 13:53:57.398338+05:30,2026-05-12 19:23:56+05:30
PO12424771,2682214000,EW1503673834393788416,499.00,2026-05-12 13:54:08.180055+05:30,2026-05-12 19:24:07+05:30
PO12331165,4848359506,EW1503674082629476352,573.00,2026-05-12 13:55:01.893407+05:30,2026-05-12 19:25:00+05:30
PO12462932,4782318000,EW1503674122995458048,720.00,2026-05-12 13:55:06.560982+05:30,2026-05-12 19:25:05+05:30
PO12565913,0184537934,BBPSBD016132BALAAAJWZQ5N,71.00,2026-05-12 13:56:04.789262+05:30,2026-05-12 19:26:03+05:30
PO12180662,1373734000,28562689946,31.00,2026-05-12 13:56:22.458525+05:30,2026-05-12 19:26:21+05:30
PO12118302,3953714000,EW1503674534544760832,26.00,2026-05-12 13:56:24.344451+05:30,2026-05-12 19:26:23+05:30
PO12190915,2292032530,2054115602517794816a48NP20261320824,293.00,2026-05-12 13:56:49.360206+05:30,2026-05-12 19:26:48+05:30
PO12630297,9853483357,EW1503674771061563392,82.00,2026-05-12 13:57:21.386513+05:30,2026-05-12 19:27:20+05:30
PO12217946,1908764000,PP01BX0941597746USR3834548R61280941,115.00,2026-05-12 13:57:26.795981+05:30,2026-05-12 19:27:25+05:30
PO12037215,1658323000,PP01BX135739254ZUQW3413686R61321357,500.00,2026-05-12 13:58:01.052080+05:30,2026-05-12 19:27:59+05:30
PO12229103,3320745144,DHD5WO71JTSSFY,100.00,2026-05-12 13:58:06.928596+05:30,2026-05-12 19:28:05+05:30
PO12209353,9928834000,EW1503675034522574848,591.00,2026-05-12 13:58:15.401135+05:30,2026-05-12 19:28:14+05:30
PO12006526,6493384000,HGALP059F10353936857,43.00,2026-05-12 13:58:43.645633+05:30,2026-05-12 19:28:42+05:30
PO12514523,8619231598,EW1503675234209193984,126.00,2026-05-12 13:59:09.860135+05:30,2026-05-12 19:29:08+05:30
PO12020548,8397579077,839596107017,200.00,2026-05-12 13:59:18.629072+05:30,2026-05-12 19:29:17+05:30
PO12382195,6516673332,EW1503675309509533696,1028.00,2026-05-12 13:59:24.707174+05:30,2026-05-12 19:29:23+05:30
AL2272622,7279253000,EW1503675355571380224,93.00,2026-05-12 13:59:30.061255+05:30,2026-05-12 19:29:28+05:30
PO12083739,9314683967,EW1503675365704818688,2000.00,2026-05-12 13:59:31.408017+05:30,2026-05-12 19:29:30+05:30
PO12292576,5581923000,EW1503675510760628224,232.00,2026-05-12 14:00:04.128659+05:30,2026-05-12 19:30:02+05:30
PO12489504,1007334000,HGALP0D87E0353948957,1315.00,2026-05-12 14:00:05.989377+05:30,2026-05-12 19:30:04+05:30
PO12448460,4902892630,DHD50IG1JTS9EE,109.00,2026-05-12 14:00:11.268082+05:30,2026-05-12 19:30:09+05:30
PO12276858,3216983000,DHD5D1A1JTSQ1H,100.00,2026-05-12 14:00:15.081768+05:30,2026-05-12 19:30:13+05:30
PO12194750,6327050100,EW1503675543170015232,149.00,2026-05-12 14:00:18.746693+05:30,2026-05-12 19:30:17+05:30
PO12590652,3044030100,EW1503675533665722368,173.00,2026-05-12 14:00:20.395763+05:30,2026-05-12 19:30:19+05:30
PO12040881,5282281568,28562752777,1000.00,2026-05-12 14:00:40.313932+05:30,2026-05-12 19:30:39+05:30
PO12593728,3202272000,PP01BX140010305EH9Z0756428R61321400,1029.00,2026-05-12 14:01:16.593282+05:30,2026-05-12 19:31:15+05:30
PO12560286,3728394245,HGALP0EE070353959323,404.00,2026-05-12 14:01:24.344666+05:30,2026-05-12 19:31:23+05:30
PO12155779,6395344000,PP01BX135119225BP2R7753099R61311351,36.00,2026-05-12 14:01:30.795109+05:30,2026-05-12 19:31:29+05:30
AL2270910,1011746000,28562768737,100.00,2026-05-12 14:01:51.612699+05:30,2026-05-12 19:31:50+05:30
PO12446296,1643194000,28562767451,117.00,2026-05-12 14:02:03.243300+05:30,2026-05-12 19:32:02+05:30
PO12222413,9367173000,DCHYW031JTT92Y,500.00,2026-05-12 14:02:13.753582+05:30,2026-05-12 19:32:12+05:30
PO12263699,0571482075,BBPSBD016132BALAAAJWZ3CZ,21.00,2026-05-12 14:02:25.970464+05:30,2026-05-12 19:32:24+05:30
PO12293902,4200929756,DHD53HV1JTT9TU,296.00,2026-05-12 14:02:38.908618+05:30,2026-05-12 19:32:37+05:30
PO12101300,7969817780,796529579100,300.00,2026-05-12 14:02:41.504963+05:30,2026-05-12 19:32:35+05:30
PO12452309,1901150485,DHMPV2R1JTTB92,1213.00,2026-05-12 14:02:42.527522+05:30,2026-05-12 19:32:41+05:30
PO12518182,7279543656,727492300676,208.00,2026-05-12 14:03:32.920946+05:30,2026-05-12 19:33:31+05:30
PO12317473,4512743000,HGALP0EA5F0353977066,239.00,2026-05-12 14:03:44.389736+05:30,2026-05-12 19:33:43+05:30
PO12164778,8173191036,28562803284,17.00,2026-05-12 14:04:10.925968+05:30,2026-05-12 19:34:09+05:30
PO12414631,2882726942,EW1503676488427724800,58.00,2026-05-12 14:04:30.224894+05:30,2026-05-12 19:34:29+05:30
PO12209771,6330763000,EW1503676652580200448,279.00,2026-05-12 14:04:42.958184+05:30,2026-05-12 19:34:41+05:30
PO12411618,6776443000,EW1503676799452143616,175.00,2026-05-12 14:05:23.020025+05:30,2026-05-12 19:35:21+05:30
PO12317473,4512743000,HGALP0135E0353999073,2.00,2026-05-12 14:05:43.548038+05:30,2026-05-12 19:35:42+05:30
PO12149997,2365014814,236356621328,2900.00,2026-05-12 14:05:48.274427+05:30,2026-05-12 19:35:47+05:30
PO12214623,5986003000,BBPSPP016132BX4LV134W308,158.00,2026-05-12 14:06:04.059407+05:30,2026-05-12 19:36:02+05:30
PO12245734,5676531268,28562830343,168.00,2026-05-12 14:06:24.447120+05:30,2026-05-12 19:36:23+05:30
PO12024258,1603804000,DHD55D91JTTQ6B,104.00,2026-05-12 14:07:02.283016+05:30,2026-05-12 19:37:01+05:30
PO12604724,5343044000,534499383432,84.00,2026-05-12 14:07:12.450982+05:30,2026-05-12 19:37:11+05:30
PO12370408,8954164000,895520976485,500.00,2026-05-12 14:07:17.384598+05:30,2026-05-12 19:37:16+05:30
PO12317474,0275324000,HGALP0AF260354013409,264.00,2026-05-12 14:07:25.121433+05:30,2026-05-12 19:37:24+05:30
AL2271636,6347719000,PP01BX034853792CWBT6977396R61310348,6.00,2026-05-12 14:07:38.512992+05:30,2026-05-12 19:37:37+05:30
PO12086462,3058659000,EW1503677424067895297,32.00,2026-05-12 14:07:55.456569+05:30,2026-05-12 19:37:54+05:30
PO12242230,7389584000,EW1503677441658806272,785.00,2026-05-12 14:07:57.320726+05:30,2026-05-12 19:37:56+05:30
PO12517349,2098723000,BBPSPU016132LEESZ1C42401,49.00,2026-05-12 14:08:43.819361+05:30,2026-05-12 19:38:42+05:30
PO12204316,0726040100,DPHW8XC1JQJI8Y,100.00,2026-05-12 14:10:09.524891+05:30,2026-05-12 19:40:08+05:30
PO12215489,2903783000,DPHWJEO1JQKXHB,300.00,2026-05-12 14:10:12.755977+05:30,2026-05-12 19:40:11+05:30
PO12509232,8575702892,DPHWXSN1JPOIE5,1000.00,2026-05-12 14:10:15.926730+05:30,2026-05-12 19:40:14+05:30
PO12058194,5342724000,DPHW42P1JSA62W,5.00,2026-05-12 14:10:18.480045+05:30,2026-05-12 19:40:17+05:30
PO12291228,2582253000,DHMP0CS1JTU2W5,3537.00,2026-05-12 14:10:27.884627+05:30,2026-05-12 19:40:26+05:30
PO12406091,2961743000,HGVRNFWN47PB6U99PUXWC5K934E61321410,491.00,2026-05-12 14:10:44.497005+05:30,2026-05-12 19:40:43+05:30
PO12238606,5413254741,EW1503678128048267264,866.00,2026-05-12 14:10:50.916169+05:30,2026-05-12 19:40:49+05:30
PO12051402,4698013000,28562891875,75.00,2026-05-12 14:10:56.140037+05:30,2026-05-12 19:40:54+05:30
PO12553485,5188423000,EW1503678178430246912,215.00,2026-05-12 14:11:02.592252+05:30,2026-05-12 19:41:01+05:30
PO12247005,0543291768,BBPSPP016132BX0JZ13DG254,224.00,2026-05-12 14:11:05.524728+05:30,2026-05-12 19:41:04+05:30
PO12317474,0275324000,HGALP0DD500354047223,3.00,2026-05-12 14:11:23.822324+05:30,2026-05-12 19:41:22+05:30
PO12164257,8656093000,EW1503678256523993088,119.00,2026-05-12 14:11:24.241511+05:30,2026-05-12 19:41:23+05:30
PO12058696,1852253000,EW1503678317425287168,136.00,2026-05-12 14:11:33.228198+05:30,2026-05-12 19:41:32+05:30
PO12329408,3934133000,PP01BX141109758MZLT1681244R61321411,1000.00,2026-05-12 14:11:41.407199+05:30,2026-05-12 19:41:40+05:30
PO12534045,9828392000,982447965353,4000.00,2026-05-12 14:12:56.259609+05:30,2026-05-12 19:42:55+05:30
